민원신청건명,제품명,접수번호,민원접수일자,부서접수일자,회사명,담당자,부서처리일자,처리기한,분리된민원사무명,서류배정 참고사항,DMF번호,심사자 확인,파일명
의약품품목변경허가-아로반정10밀리그램(아토르바스타틴칼슘삼수화물),아로반정10밀리그램(아토르바스타틴칼슘삼수화물),20240189269,2024-10-31,영일제약(주),2황수정,2025-02-28,2025-03-12,"대전청, 품질(제조방법 CTD 전환 등), 완제-원료의약품 연계심사",20130618-132-H-238-23(변경)(임대곤선생님 검토 중),20241105_민원배정.xlsx
의약품품목변경허가-디쿠아프리점안액(디쿠아포솔나트륨)(1회용),디쿠아프리점안액(디쿠아포솔나트륨)(1회용),20240198951,2024-10-31,(주)옵투스제약,2박민지,2024-11-29,2024-12-26,"대전청, 별첨규격, 원료-완제의약품 연계 심사, 주성분 별규 변경",,20241105_민원배정.xlsx
의약품품목변경허가-안유-기시-셀브캡슐100밀리그램(세레콕시브),셀브캡슐100밀리그램(세레콕시브),20240196141,2024-10-31,이연제약(주),2최윤겸,2024-12-16,2025-02-05,"대전청, 품질(유전독성 및 금속불순물) 등, 위수탁계약서 및 허여서 첨부",,20241105_민원배정.xlsx
의약품품목변경허가-안유-기시-셀브캡슐200밀리그램(세레콕시브),셀브캡슐200밀리그램(세레콕시브),20240196142,2024-10-31,이연제약(주),2최윤겸,2024-12-16,2025-02-05,"대전청, 품질(유전독성 및 금속불순물) 등, 위수탁계약서 및 허여서 첨부",,20241105_민원배정.xlsx
의약품품목변경신고-기시-생동성-안정성-알지겐액(알긴산나트륨),알지겐액(알긴산나트륨),20240186557,2024-10-21,(주)한국파마,2김지혜,2024-12-12,2025-01-07,"경인청, 유전독성 및 금속불순물, 위수탁계약서 및 허여서 첨부",,20241105_민원배정.xlsx
의약품품목변경허가-안유-기시-리토아틴정10밀리그램(아토르바스타틴칼슘삼수화물),리토아틴정10밀리그램(아토르바스타틴칼슘삼수화물),20240195513,2024-10-31,(주)다산제약,조혜주,2025-02-28,2025-03-12,"대전청, 품질(별첨규격, 제조방법CTD, 기준 및 시험방법, 유전독성 및 금속불순물 등), 원료-완제의약품 연계심사, 안정성, 고용량제제 우리과 검토 중 : 조혜주선생님, 동일 심사자 배정",20130618-132-H-238-23(변경)(임대곤선생님 검토 중),20241105_민원배정.xlsx
의약품품목변경허가-아토미브정10/10밀리그램,아토미브정10/10밀리그램,20240195735,2024-10-29,일동제약(주),2임대곤,2025-02-27,2025-03-10,"경인청, 품질(원료-완제 연계심사(주성분 규격변경(별규→USP)으로 인함)",수342-2-ND(변경)(첨품 검토 중),20241105_민원배정.xlsx
의약품품목변경허가-동등성-트라린정25밀리그램(설트랄린염산염),트라린정25밀리그램(설트랄린염산염),20240195840,2024-10-29,명인제약(주),2박민서,2024-12-12,2025-01-08,"경인청, 제조방법(CTD), 확인서 첨부",,20241105_민원배정.xlsx
의약품품목변경허가-동등성-트라린정100밀리그램(설트랄린염산염),트라린정100밀리그램(설트랄린염산염),20240195910,2024-10-29,명인제약(주),2박민서,2024-12-12,2025-01-08,"경인청, 제조방법(CTD), 확인서 첨부",,20241105_민원배정.xlsx
의약품품목변경신고-파미레이370주사액(이오파미돌),파미레이370주사액(이오파미돌),20240199905,2024-10-30,동국생명과학(주),김지혜,2025-02-27,2025-03-11,"경인청, 완제-원료연계심사, 제조방법(CTD), 신청양식 첨부, 저용량제제 우리과 검토 중 : 김지혜선생님, 동일 심사자 배정",,20241105_민원배정.xlsx
의약품품목변경신고-동등성-에페손정(에페리손염산염),에페손정(에페리손염산염),20240201698,2024-11-01,(주)유영제약,2정영은,2025-02-28,2025-03-13,"대전청, 품질(제조방법CTD변경), 원료-완제의약품 연계심사",20130205-46-C-306-08(변경),20241105_민원배정.xlsx
의약품품목변경허가-베포틴정10밀리그램(베포타스틴베실산염),베포틴정10밀리그램(베포타스틴베실산염),20240196841,2024-10-28,(주)동구바이오제약,3권선미,2024-12-12,2025-01-07,"경인청, 품질(첨가제 별첨규격, 제조방법 CTD 변경), 신청양식 첨부",,20241105_민원배정.xlsx
의약품품목변경신고-GMP(완제)-생동성-안정성-자벨주사(이다루비신염산염),자벨주사(이다루비신염산염),20240194990,2024-10-29,한림제약(주),3김세진,2024-12-12,2025-03-10,"경인청, 품질(제조방법 CTD  전환,  안정성시험자료)",,20241105_민원배정.xlsx
의약품품목변경신고-기시-비엠하이디3오랄액(콜레칼시페롤),비엠하이디3오랄액(콜레칼시페롤),20240200852,2024-11-04,(주)한국비엠아이,장서정,2024-12-13,2024-12-30,"광주청, 기준 및 시험방법, EP 개정에 따른 변경",,20241105_민원배정.xlsx
의약품품목변경허가-기시-앤지비드서방정40mg(묽은이소소르비드이질산염),앤지비드서방정40mg(묽은이소소르비드이질산염),20240198882,2024-11-04,코오롱제약(주),김지근,2024-12-13,2025-01-14,"허총, 기준  및 시험방법, 시험방법 변경",,20241105_민원배정.xlsx
의약품품목변경허가-기시-유한메트포르민서방정1000밀리그램(메트포르민염산염),유한메트포르민서방정1000밀리그램(메트포르민염산염),20240201577,2024-11-04,(주)유한양행,장서정,2024-12-16,2025-01-14,"허총, 기준및시험방법  등, 시험방법 변경",,20241105_민원배정.xlsx
의약품품목변경신고-안정성-케이탁심주2그람(세포탁심나트륨),케이탁심주2그람(세포탁심나트륨),20240201224,2024-10-31,한국코러스(주),김지근,2024-11-28,2024-12-11,"대전청, 의약품 안정성시험결과(사용(유효)기간 연장)(18->24개월)",20241105_민원배정.xlsx
의약품품목변경신고-안정성-세포세틸정(세프포독심프록세틸),세포세틸정(세프포독심프록세틸),20240199493,2024-10-29,영진약품(주),장서정,2024-11-28,2024-12-09,"경인청, 품질(안정성 시험자료), 사용기간 연장(24->36개월)",20241105_민원배정.xlsx
의약품품목허가-안유-기시-GMP(완제)-마이오텍트점안액0.125%(아트로핀황산염)(1회용),마이오텍트점안액0.125%(아트로핀황산염)(1회용),20240202890,2024-11-04,(주)태준제약,이주연,2025-03-04,2025-03-14,"경인청, 품질심사자료(기준 및 시험방법, 의약품동등성, 안정성시험, 제조방법, DMF), 약동협의필요, 사전검토 진행 중 민원으로 동일심사자 배정, 추후 1회 면제",20211230-211-J-1112(최초)(이주연선생님 검토 중),20241108_민원배정.xlsx
의약품품목변경허가-포슈벳정10밀리그램(다파글리플로진프로판디올수화물),포슈벳정10밀리그램(다파글리플로진프로판디올수화물),20240202907,2024-11-04,주식회사제뉴원사이언스,3권선옥,2025-03-03,2025-03-14,"대전청, 품질(제조방법CTD전환 등, 별첨규격), 원료-완제의약품  연계심사",수574-16-ND(변경),20241108_민원배정.xlsx
의약품품목변경허가-포슈벳정5밀리그램(다파글리플로진프로판디올수화물),포슈벳정5밀리그램(다파글리플로진프로판디올수화물),20240203152,2024-11-04,주식회사제뉴원사이언스,3권선옥,2025-03-03,2025-03-14,"대전청, 품질(제조방법CTD전환 등, 별첨규격), 원료-완제의약품  연계심사",수574-16-ND(변경),20241108_민원배정.xlsx
의약품품목변경신고-폼스티엔에이주,폼스티엔에이주,20240198510,2024-11-06,(주)와이즈메디,3신제용,2025-03-05,2025-03-18,"대전청, 품질(제조방법 CTD 전환 등),완제-원료의약품 연계심사, 정제어유 DMF 심사 확인","정제어유(6148-2-ND, 수4786-1-ND)",20241108_민원배정.xlsx
의약품품목변경허가-나스타정75밀리그램(나프토피딜),나스타정75밀리그램(나프토피딜),20240202848,2024-11-05,(주)유유제약,3박은주,2024-12-17,2025-01-15,"대전청, 품질(제조방법 CTD 변경), 완제-원료의약품 연계심사 등",,20241108_민원배정.xlsx
의약품품목변경허가-안유-기시-위더콕스캡슐100밀리그램(세레콕시브),위더콕스캡슐100밀리그램(세레콕시브),20240201729,2024-11-04,위더스제약(주),3김철용,2025-01-10,2025-02-07,"경인청, 품질(원료약품및그 분량, 기준 및 시험방법(별규 포함), 유전독성 및 금속불순물, 안정성 시험자료, 제조방법 CTD 전환)",,20241108_민원배정.xlsx
의약품품목변경허가-에스티팜칼코부트롤(원료),에스티팜칼코부트롤(원료),20240185927,2024-11-06,에스티팜주식회사,3황수정,2024-11-20,2024-12-03,"허총, 원료약품  및  그  분량,  제조방법",,20241108_민원배정.xlsx
의약품품목변경신고-동등성-록소론정(록소프로펜나트륨수화물),록소론정(록소프로펜나트륨수화물),20240201784,2024-11-06,(주)팜젠사이언스,3박민지,2025-03-05,2025-03-18,"경인청, 품질심사자료(제조방법,  DMF)",20191210-8-C-376-21(변경)(장서정선생님 검토 중),20241108_민원배정.xlsx
의약품품목변경신고-로피바주사2밀리그램/밀리리터(로피바카인염산염수화물),로피바주사2밀리그램/밀리리터(로피바카인염산염수화물),20240197505,2024-11-05,한림제약(주),3최윤겸,2025-03-05,2025-03-17,"경인청, 품질심사자료(제조방법, DMF)",20200818-210-J-676(변경),20241108_민원배정.xlsx
"의약품품목변경허가-실다파정10/100밀리그램(다파글리플로진,시타글립틴)","실다파정10/100밀리그램(다파글리플로진,시타글립틴)",20240200868,2024-11-01,한미약품(주),3김지혜,2025-03-05,2025-03-13,"경인청, 품질(제조방법 CTD 변경, 원료-완제 연계심사)",21-9-ND(변경),20241108_민원배정.xlsx
의약품품목변경신고-GMP(완제)-생동성-안정성-휴목시점안액(목시플록사신염산염),휴목시점안액(목시플록사신염산염),20240203294,2024-11-07,(주)휴온스,3임대곤,2025-03-06,2025-03-19,"대전청, 제조방법 CTD 전환, 안정성, 원료-완제의약품 연계심사 등",20221012-209-J-1378,20241108_민원배정.xlsx
"의약품등의사전검토-안유에관한자료-의약품-신약외-제피노정(피타바스타틴칼슘, 페노피브레이트)","제피노정(피타바스타틴칼슘, 페노피브레이트)",20240203684,2024-11-07,(주)제뉴파마,김지근,2024-12-11,2025-01-10,"사전검토 안정성 , 기시 미접수로 안정성만 배정 ",,20241108_민원배정.xlsx
의약품품목변경신고-메만토정10밀리그램(메만틴염산염),메만토정10밀리그램(메만틴염산염),20240201616,2024-11-04,일동제약(주),장서정,2024-12-03,2024-12-13,"경인청, 품질심사자료(별첨규격), 주성분 별규 변경",,20241108_민원배정.xlsx
의약품품목변경신고-기시-로프람정10밀리그램(에스시탈로프람옥살산염),로프람정10밀리그램(에스시탈로프람옥살산염),20240195135,2024-10-22,한미약품(주),김지근,2024-12-13,2024-12-16,"경인청, 기준 및 시험방법, USP 로 변경",,20241108_민원배정.xlsx
의약품품목변경허가-기시-에스메졸정20밀리그램(에스오메프라졸마그네슘삼수화물),에스메졸정20밀리그램(에스오메프라졸마그네슘삼수화물),20240206319,2024-11-08,한국프라임제약(주),장서정,2024-12-19,2025-01-20,"광주청, 기준 및 시험방법, 용출시험법 변경",,20241108_민원배정.xlsx
의약품품목변경허가-기시-에스메졸정40밀리그램(에스오메프라졸마그네슘삼수화물),에스메졸정40밀리그램(에스오메프라졸마그네슘삼수화물),20240206306,2024-11-08,한국프라임제약(주),장서정,2024-12-19,2025-01-20,"광주청, 기준 및 시험방법, 용출시험법 변경",,20241108_민원배정.xlsx
의약품품목변경허가-기시-알러비드점안액0.2%(올로파타딘염산염)(1회용),알러비드점안액0.2%(올로파타딘염산염)(1회용),20240180465,2024-11-07,(주)옵투스제약,김지근,2024-12-19,2025-01-17,"대전청, 기준 및 시험방법, pH 기준 변경",,20241108_민원배정.xlsx
의약품품목변경허가-아토미브정10/40밀리그램,아토미브정10/40밀리그램,20240196762,2024-11-04,일동제약(주),임대곤,2025-03-05,2025-03-14,"경인청, 품질(원료-완제 연계심사(주성분 규격변경(별규→USP)으로 인함), 10/10밀리그램(11/5배정건)과 동일 변경건으로 동일 심사자 배정 ",수342-2-ND(변경)(첨품 검토 중),20241108_민원배정.xlsx
의약품품목변경허가-아토미브정10/20밀리그램,아토미브정10/20밀리그램,20240196754,2024-11-04,일동제약(주),임대곤,2025-03-05,2025-03-14,"경인청, 품질(원료-완제 연계심사(주성분 규격변경(별규→USP)으로 인함), 10/10밀리그램(11/5배정건)과 동일 변경건으로 동일 심사자 배정 ",수342-2-ND(변경)(첨품 검토 중),20241108_민원배정.xlsx
의약품품목변경신고-뉴론틴캡슐100밀리그램(가바펜틴),뉴론틴캡슐100밀리그램(가바펜틴),20240189870,2024-10-25,비아트리스코리아(주),2025-03-05,2025-03-06,"서울청, 품질(제조방법(CTD) 전환), 원료-완제의약품 연계 심사, 최초품목 여부 문의(지위승계 등 문의)  ",20120601-142-I-65-02(변경),20241108_민원배정.xlsx
의약품품목변경신고-뉴론틴캡슐300밀리그램(가바펜틴),뉴론틴캡슐300밀리그램(가바펜틴),20240189878,2024-10-25,비아트리스코리아(주),2025-03-05,2025-03-06,"서울청, 품질(제조방법(CTD) 전환), 원료-완제의약품 연계 심사, 최초품목 여부 문의(지위승계 등 문의)  ",20120601-142-I-65-02(변경),20241108_민원배정.xlsx
의약품품목변경신고-뉴론틴캡슐400밀리그램(가바펜틴),뉴론틴캡슐400밀리그램(가바펜틴),20240189886,2024-10-25,비아트리스코리아(주),2025-03-05,2025-03-06,"서울청, 품질(제조방법(CTD) 전환), 원료-완제의약품 연계 심사, 최초품목 여부 문의(지위승계 등 문의)  ",20120601-142-I-65-02(변경),20241108_민원배정.xlsx
의약품품목변경신고-뉴론틴정600밀리그램(가바펜틴),뉴론틴정600밀리그램(가바펜틴),20240189891,2024-10-25,비아트리스코리아(주),2025-03-05,2025-03-06,"서울청, 품질(제조방법(CTD) 전환), 원료-완제의약품 연계 심사, 최초품목 여부 문의(지위승계 등 문의)  ",20120601-142-I-65-02(변경),20241108_민원배정.xlsx
의약품품목변경신고-뉴론틴정800밀리그램(가바펜틴),뉴론틴정800밀리그램(가바펜틴),20240189896,2024-10-25,비아트리스코리아(주),2025-03-05,2025-03-06,"서울청, 품질(제조방법(CTD) 전환), 원료-완제의약품 연계 심사, 최초품목 여부 문의(지위승계 등 문의)  ",20120601-142-I-65-02(변경),20241108_민원배정.xlsx
"의약품품목허가-안유-기시-도네팩토오디프스산5밀리그램(도네페질염산염수화물), 도네팩토오디프스산10밀리그램(도네페질염산염수화물)","도네팩토오디프스산5밀리그램(도네페질염산염수화물), 도네팩토오디프스산10밀리그램(도네페질염산염수화물)",20240202726,2024-11-07,(주)코아팜바이오,1박은주,2025-03-07,2025-03-19,"대전청, 품질(원료약품 및 그 분량, 제조방법CTD, 기준 및 시험방법, 유전독성 및 금속불순물 등), 안정성, 원료-완제의약품 연계심사, 동등성, 약동 협의필요, 자료제출(하이페질산)의 제네릭",20220517-158-I-635-32(최초),20241111_민원배정.xlsx
의약품품목변경신고-엘도스인캡슐(에르도스테인),엘도스인캡슐(에르도스테인),20240202128,2024-11-07,(주)한국글로벌제약,3김재형,2025-03-07,2025-03-19,"대전청, 원료-완제의약품 연계심사, 일반의약품 DMF 심사 ",20200303-138-H-362-13(변경),20241111_민원배정.xlsx
의약품품목변경허가-동등성-셀트리온네오파정(레보설피리드),셀트리온네오파정(레보설피리드),20240193861,2024-11-07,(주)셀트리온제약,3박민서,2024-12-20,2025-01-17,"대전청, 품질(제조방법 CTD 변경) 심사, 신청양식 첨부",,20241111_민원배정.xlsx
의약품품목변경신고-명인아캄프로세이트정333mg(아캄프로세이트칼슘),명인아캄프로세이트정333mg(아캄프로세이트칼슘),20240196788,2024-10-28,명인제약(주),3정영은,2024-12-19,2024-12-27,"경인청, 품질심사자료(제조방법(CTD))",,20241111_민원배정.xlsx
의약품품목변경신고-기시-GMP(완제)-생동성-안정성-티어린에프점안액(히알루론산나트륨)(1회용),티어린에프점안액(히알루론산나트륨)(1회용),20240196170,2024-11-04,(주)옵투스제약,1정수양,2025-03-07,2025-03-14,"대전청, 품질(원료약품 및 그 분량, 제조방법 CTD, 기준 및 시험방법, 유전독성 및 금속불순물 등), 안정성, 원료-완제의약품 연계심사",20130322-96-E-109-34(B)(변경),20241111_민원배정.xlsx
의약품품목변경신고-기시-에릭손정(에페리손염산염),에릭손정(에페리손염산염),20240198488,2024-11-05,국제약품(주),장서정,2024-12-20,2024-12-31,"경인청, 기준 및 시험방법, 순도시험 설정",,20241111_민원배정.xlsx
의약품품목변경신고-아스로펜정(아세클로페낙),아스로펜정(아세클로페낙),20240202288,2024-11-04,(주)팜젠사이언스,김지근,2024-12-19,2024-12-30,"경인청, 품질자료(제조방법  CTD변경), 코팅제 탭쉴드 추가",,20241111_민원배정.xlsx
의약품품목허가-안정성-GMP(완제)-드림피아점안액0.125%(아트로핀황산염수화물)(1회용),드림피아점안액0.125%(아트로핀황산염수화물)(1회용),20240196997,2024-11-04,대우제약(주),장서정,2024-12-05,2025-03-14,"부산청, 안정성, 사전검토 기시 및 이동 적합통지서 첨부, 안정성만 협의",20241111_민원배정.xlsx
"의약품등의사전검토-기시에관한자료-의약품-그밖의의약품등-엠파릴듀오서방정10/1000밀리그램(엠파글리플로진,메트포르민)","엠파릴듀오서방정10/1000밀리그램(엠파글리플로진,메트포르민)",20240177418,2024-10-17,아주약품(주),1조혜주,2025-01-03,2025-01-03,"사전검토 기시, 용량 상이한 품목 첨품 검토 중(예비심사카드 확인, 25/1000)",,20241115_민원배정.xlsx
의약품등의사전검토-기시에관한자료-의약품-기허가의약품등-폴미론캡슐(펜토산폴리설페이트나트륨),폴미론캡슐(펜토산폴리설페이트나트륨),20240209623,2024-11-14,동국제약(주),1김철용,2025-01-17,2025-01-17,"사전검토 기시, DMF 검토 필요로 처리기한 연장 후 배정 예정",20220615-209-J-1314(변경),20241115_민원배정.xlsx
"의약품등의사전검토-기시에관한자료-의약품-그밖의의약품등-엠글리듀오서방정10/1000밀리그램(엠파글리플로진, 메트포르민염산염)","엠글리듀오서방정10/1000밀리그램(엠파글리플로진, 메트포르민염산염)",20240201112,2024-10-31,한국프라임제약(주),1황수정,2025-01-17,2025-01-17,"사전검토 기시, 용량 상이한 품목 첨품 검토 중(예비심사카드 확인, 25/1000)",,20241115_민원배정.xlsx
"의약품등의사전검토-기시에관한자료-의약품-그밖의의약품등-자디스듀오서방정10/1000밀리그램(엠파글리플로진, 메트포르민)","자디스듀오서방정10/1000밀리그램(엠파글리플로진, 메트포르민)",20240206805,2024-11-11,하나제약(주),1박민지,2025-01-31,2025-01-31,"사전검토 기시, 용량 상이한 품목 첨품 검토 중(예비심사카드 확인, 25/1000)",,20241115_민원배정.xlsx
의약품품목변경허가-안유-엠글리정10밀리그램(엠파글리플로진),엠글리정10밀리그램(엠파글리플로진),20240208373,2024-11-13,한국프라임제약(주),1이주연,2025-01-20,2025-02-18,"광주청, 품질(원료약품  및  그  분량(별규  포함),  제조방법  CTD  전환,  제조방법 CTD  변경)",,20241115_민원배정.xlsx
의약품품목변경허가-안유-엠글리정25밀리그램(엠파글리플로진),엠글리정25밀리그램(엠파글리플로진),20240207849,2024-11-13,한국프라임제약(주),1이주연,2025-01-20,2025-02-18,"광주청, 품질(원료약품  및  그  분량(별규  포함),  제조방법  CTD  전환,  제조방법 CTD  변경)",,20241115_민원배정.xlsx
의약품품목변경허가-케이바로정4밀리그램(피타바스타틴칼슘수화물),케이바로정4밀리그램(피타바스타틴칼슘수화물),20240206044,2024-11-13,주식회사제뉴원사이언스,1김민경,2025-03-12,2025-03-25,"대전청, 품질(원료약품 및 그 분량, 별규, 제조방법 CTD 전환), 완제-원료의약품 연계심사",수342-3-ND(변경),20241115_민원배정.xlsx
의약품품목변경허가-케이바로정(피타바스타틴칼슘수화물),케이바로정(피타바스타틴칼슘수화물),20240206051,2024-11-13,주식회사제뉴원사이언스,1김민경,2025-03-12,2025-03-25,"대전청, 품질(원료약품 및 그 분량, 별규, 제조방법 CTD 전환), 완제-원료의약품 연계심사",수342-3-ND(변경),20241115_민원배정.xlsx
의약품품목변경허가-케이바로정1밀리그램(피타바스타틴칼슘수화물),케이바로정1밀리그램(피타바스타틴칼슘수화물),20240206057,2024-11-13,주식회사제뉴원사이언스,1김민경,2025-03-12,2025-03-25,"대전청, 품질(원료약품 및 그 분량, 별규, 제조방법 CTD 전환), 완제-원료의약품 연계심사",수342-3-ND(변경),20241115_민원배정.xlsx
의약품품목변경신고-피타넥스정(피타바스타틴칼슘),피타넥스정(피타바스타틴칼슘),20240155814,2024-11-08,(주)바이넥스,1홍다윤,2025-03-12,2025-03-20,"부산청, 제조방법CTD변경, 원료-완제의약품 연계심사, 신청양식 첨부",1962-2-ND(변경)(조혜주선생님 검토 중),20241115_민원배정.xlsx
의약품품목변경신고-바이모정5밀리그램(미녹시딜),바이모정5밀리그램(미녹시딜),20240201019,2024-11-08,(주)바이넥스,1김혜령,2024-12-26,2025-01-06,"부산청, 품질(제조방법 CTD 전환)",,20241115_민원배정.xlsx
의약품품목변경신고-안정성-알리코프정(레보드로프로피진),알리코프정(레보드로프로피진),20240208208,2024-11-14,알리코제약(주),1권선미,2024-12-26,2025-01-10,"대전청, 품질(제조방법 CTD 변경), 안정성, 포장단위 변경",,20241115_민원배정.xlsx
의약품품목변경신고-기시-생동성-안정성-레티리진정(레보세티리진염산염),레티리진정(레보세티리진염산염),20240194501,2024-11-12,동화약품(주),1김세진,2024-12-24,2025-02-03,"대전청, 품질(유전독성 및 금속불순물 등), 안정성, 위수탁계약서 첨부",,20241115_민원배정.xlsx
의약품품목변경신고-동등성-아제탄정(아젤라스틴염산염),아제탄정(아젤라스틴염산염),20240192675,2024-10-25,(주)씨엠지제약,1송노준,2024-12-24,2025-02-06,"경인청, 품질(첨가제 별규,  제조방법  CTD  전환)",,20241115_민원배정.xlsx
의약품품목변경신고-메리트디주(콜레칼시페롤),메리트디주(콜레칼시페롤),20240208414,2024-11-12,(주)휴온스,1권선옥,2024-12-24,2025-01-08,"대전청, 품질(제조방법 CTD 전환) 심사",,20241115_민원배정.xlsx
의약품품목변경허가-아트로반정20밀리그램(아토르바스타틴칼슘삼수화물),아트로반정20밀리그램(아토르바스타틴칼슘삼수화물),20240193104,2024-10-21,경동제약(주),1노희정,2025-03-12,2025-03-28,"경인청, 품질(별규, 주성분 제조원 변경, 제조방법 CTD 전환, 원료-완제 연계심사)",20130618-132-H-238-23(변경),20241115_민원배정.xlsx
의약품품목변경허가-동등성-엑스페라정5/80밀리그램,엑스페라정5/80밀리그램,20240206725,2024-11-08,(주)테라젠이텍스,1신제용,2025-03-10,2025-03-20,"경인청, 품질심사자료(제조방법,DMF)",20121113-130-H-244-41(변경)(신혜지선생님 검토 중),20241115_민원배정.xlsx
의약품품목변경신고-알바스테인캡슐(에르도스테인),알바스테인캡슐(에르도스테인),20240205287,2024-11-08,한국휴텍스제약(주),1신혜지,2025-03-10,2025-03-20,"경인청, 품질심사자료(DMF), 일반의약품으로 DMF만 검토 ",20101230-138-H-64-03(변경),20241115_민원배정.xlsx
의약품품목변경허가-사이크린연질캡슐100밀리그램(사이클로스포린),사이크린연질캡슐100밀리그램(사이클로스포린),20240203757,2024-11-07,(주)동구바이오제약,1박은주,2024-12-26,2025-01-17,"경인청, 품질(제조방법 CTD 전환)",,20241115_민원배정.xlsx
의약품품목변경허가-기시-알러비드점안액0.7%(올로파타딘염산염)(1회용),알러비드점안액0.7%(올로파타딘염산염)(1회용),20240207647,2024-11-12,(주)옵투스제약,김지근,2024-12-24,2025-01-22,"대전청, 기준 및 시험방법, 함량고저품목 검토 : 김지근선생님",,20241115_민원배정.xlsx
의약품품목변경허가-람프레민연질캡슐100밀리그램(클로파지민),람프레민연질캡슐100밀리그램(클로파지민),20240205329,2024-11-11,동아에스티(주),장서정,2024-11-25,2024-12-06,"허총, 주성분  별첨규격  등, 확인시험 오기 정정",,20241115_민원배정.xlsx
